id,lotfrontage,lotarea,yearbuilt,yearremodadd,masvnrarea,bsmtfinsf1,bsmtfinsf2,bsmtunfsf,totalbsmtsf,firstflrsf,secondflrsf,lowqualfinsf,grlivarea,garagearea,wooddecksf,openporchsf,enclosedporch,threeseasonporch,screenporch,poolarea,miscval,saleprice,mszoning_encoded,street_encoded,alley_encoded,lotshape_encoded,landcontour_encoded,utilities_encoded,lotconfig_encoded,landslope_encoded,neighborhood_encoded,condition1_encoded,condition2_encoded,bldgtype_encoded,housestyle_encoded,roofstyle_encoded,roofmatl_encoded,exterior1st_encoded,exterior2nd_encoded,masvnrtype_encoded,exterqual_encoded,extercond_encoded,foundation_encoded,bsmtqual_encoded,bsmtcond_encoded,bsmtexposure_encoded,bsmtfintype1_encoded,bsmtfintype2_encoded,heating_encoded,heatingqc_encoded,centralair_encoded,electrical_encoded,kitchenqual_encoded,functional_encoded,fireplacequ_encoded,garagetype_encoded,garageyrblt_encoded,garagefinish_encoded,garagequal_encoded,garagecond_encoded,paveddrive_encoded,poolqc_encoded,fence_encoded,miscfeature_encoded,saletype_encoded,salecondition_encoded,mssubclass_encoded,overallqual_encoded,overallcond_encoded,bsmtfullbath_encoded,bsmthalfbath_encoded,fullbath_encoded,halfbath_encoded,bedroomabvgr_encoded,kitchenabvgr_encoded,totrmsabvgrd_encoded,fireplaces_encoded,garagecars_encoded,mosold_encoded,yrsold_encoded
1186,60,9738,1924,1950,0,392,0,392,784,949,272,0,1221,392,0,0,236,0,0,0,0,104900.0,4,1,1,3,3,0,4,0,7,2,2,0,0,1,0,0,0,2,3,2,0,4,4,3,1,6,1,2,1,4,4,7,3,1,56,3,5,5,2,3,4,1,9,4,4,4,6,1,0,1,0,4,1,5,0,1,2,0
1188,89,12461,1994,1995,0,1456,0,168,1624,1624,0,0,1624,757,0,114,192,0,0,0,0,262000.0,4,1,1,3,3,0,0,0,15,2,2,0,2,1,0,7,7,2,2,4,2,2,4,3,2,6,1,0,1,4,2,7,1,1,85,2,5,5,2,3,0,1,9,4,0,7,4,1,0,2,0,2,1,3,1,3,6,0
1189,68,8935,2002,2002,95,0,0,831,831,831,829,0,1660,493,144,68,0,0,0,0,0,195000.0,4,1,1,0,3,0,4,0,5,2,2,0,5,1,0,12,14,1,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,93,2,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,5,0,2,6,3
1190,60,7500,1999,1999,0,0,0,994,994,1028,776,0,1804,442,140,60,0,0,0,0,0,189000.0,4,1,1,3,3,0,4,0,8,2,2,0,5,1,0,12,14,2,3,4,2,4,4,3,6,6,1,2,1,4,2,7,5,1,90,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,5,1,2,5,4
1192,24,2645,1999,2000,456,0,0,776,776,764,677,0,1441,492,206,0,0,0,0,0,0,174000.0,1,1,2,3,3,0,4,0,21,2,2,3,5,1,0,8,8,1,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,5,90,3,5,5,2,3,4,1,9,4,13,7,4,0,0,2,1,2,1,3,0,2,10,1
1193,60,9600,1925,1994,0,0,0,702,702,842,630,0,1472,250,0,0,84,0,0,0,0,125000.0,5,1,0,3,3,0,4,0,17,2,2,0,0,2,0,12,14,2,3,4,2,4,4,2,6,6,1,2,1,4,2,7,3,5,17,3,5,1,1,3,1,1,9,4,4,4,7,0,0,1,0,3,1,4,0,1,6,1
1194,37,4500,1999,1999,425,883,0,341,1224,1224,0,0,1224,402,0,304,0,0,0,0,0,165000.0,5,1,1,3,3,0,2,0,11,2,2,4,2,3,0,12,14,1,3,4,2,0,4,3,2,6,1,0,1,4,4,7,3,1,90,0,5,5,2,3,4,1,9,4,11,5,4,1,0,2,0,2,1,3,0,2,5,3
1195,80,9364,1969,1969,143,371,0,292,663,663,689,0,1352,299,379,36,0,0,0,0,0,158000.0,4,1,1,3,3,0,0,0,19,2,2,0,5,1,0,6,6,3,3,4,1,4,4,3,0,6,1,4,1,4,4,7,3,1,60,0,5,5,2,3,2,1,9,4,5,5,6,0,0,1,1,4,1,5,0,1,2,4
1196,51,8029,2005,2005,0,0,0,728,728,728,728,0,1456,400,100,24,0,0,0,0,0,176000.0,4,1,1,0,3,0,4,0,8,2,2,0,5,1,0,12,14,2,3,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,96,0,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,3,1,6,0,2,6,2
1197,58,14054,2006,2006,0,0,0,879,879,879,984,0,1863,660,100,17,0,0,0,0,0,219210.0,4,1,1,0,3,0,4,0,8,2,2,0,5,1,0,12,14,2,2,4,2,2,4,0,6,6,1,0,1,4,2,7,2,3,97,0,5,5,2,3,4,1,6,5,5,6,4,0,0,2,1,4,1,7,1,3,10,0
1198,65,8850,1916,1950,0,0,0,815,815,815,875,0,1690,225,0,0,330,0,0,0,0,144000.0,5,1,1,0,0,0,0,0,17,2,2,0,4,1,0,8,8,2,3,4,0,4,4,3,6,6,1,0,1,4,4,7,2,5,8,3,5,5,2,3,4,1,5,4,7,6,5,0,0,1,0,3,1,5,1,1,6,0
1199,70,9100,2001,2001,0,0,0,1212,1212,1212,0,0,1212,573,356,0,0,0,0,0,0,178000.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,92,2,5,5,2,3,4,1,9,4,0,6,4,0,0,2,0,3,1,4,0,2,5,3
1200,75,11235,1963,1979,51,547,0,504,1051,1382,0,0,1382,459,0,82,0,0,0,0,0,148000.0,4,1,1,3,3,0,4,0,19,2,2,0,2,1,0,6,6,1,3,4,1,4,4,3,5,6,1,2,1,4,4,7,4,1,65,3,5,5,2,3,4,1,9,4,0,3,4,0,0,1,1,3,1,4,1,2,9,0
1202,80,10400,1998,1998,0,0,0,866,866,866,913,0,1779,546,198,36,0,0,0,0,0,197900.0,4,1,1,3,3,0,0,0,5,2,2,0,5,1,0,12,14,2,3,4,2,2,4,0,6,6,1,0,1,4,2,7,3,1,89,2,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,4,0,2,2,3
1203,50,6000,1925,1997,0,0,0,884,884,884,464,0,1348,216,0,0,208,0,0,0,0,117000.0,5,1,1,3,3,0,0,0,3,2,2,0,0,1,0,13,15,2,3,4,0,4,4,3,6,6,1,0,1,4,4,7,1,5,51,3,5,5,0,3,4,1,9,4,4,4,7,1,0,1,0,3,1,3,1,1,4,3
1204,75,9750,2000,2001,171,0,0,1630,1630,1630,0,0,1630,451,74,234,0,0,0,0,0,213000.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,1,2,4,2,2,4,3,6,6,1,0,1,4,2,7,5,1,91,3,5,5,2,3,4,1,9,4,0,6,4,0,0,2,0,3,1,4,1,2,9,3
1205,78,10140,1975,1975,0,788,0,268,1056,1074,0,0,1074,495,0,88,0,0,0,0,0,153500.0,4,1,1,3,3,0,4,0,14,2,2,0,2,1,0,6,6,2,3,4,1,2,4,3,0,6,1,0,1,4,4,7,3,1,66,2,5,5,2,3,2,1,9,4,0,4,5,1,0,1,1,3,1,4,0,2,6,0
1206,90,14684,1990,1991,234,485,177,1496,2158,2196,0,0,2196,701,84,70,0,0,0,0,0,271900.0,4,1,1,0,3,0,1,0,20,2,2,0,2,3,0,6,6,1,2,4,1,2,4,2,0,1,1,2,1,4,2,7,5,1,81,2,5,5,2,3,4,1,9,4,0,6,6,0,0,2,0,3,1,5,1,3,5,3
1207,69,8900,1966,1966,0,1056,0,0,1056,1056,0,0,1056,384,0,42,0,0,0,0,0,107000.0,3,1,1,3,3,0,4,0,20,2,2,0,2,1,0,6,6,2,3,4,1,4,4,3,5,6,1,4,1,4,4,7,3,5,57,3,5,5,2,3,2,1,9,4,0,3,3,1,0,1,0,2,1,3,0,1,10,0
1208,70,9135,2003,2003,120,340,0,1342,1682,1700,0,0,1700,544,192,23,0,0,0,0,0,200000.0,4,1,1,3,3,0,4,0,5,2,2,0,2,1,0,12,14,1,2,4,2,2,4,0,2,6,1,0,1,4,2,7,3,1,94,2,5,5,2,3,4,1,9,4,0,5,4,1,0,2,0,3,1,5,0,2,4,0
1209,70,7763,1962,1980,0,504,108,319,931,1283,0,0,1283,506,0,0,0,0,0,0,0,140000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,8,8,2,3,2,1,4,4,3,5,1,1,4,1,4,4,7,3,5,71,3,5,5,2,3,4,1,9,4,0,4,6,1,0,1,0,3,1,4,0,2,9,2
1210,85,10182,2006,2006,420,1220,0,440,1660,1660,0,0,1660,500,322,50,0,0,0,0,0,290000.0,4,1,1,0,3,0,1,0,21,8,2,0,2,3,0,12,14,3,2,4,2,0,4,2,2,6,1,0,1,4,2,7,2,1,97,2,5,5,2,3,4,1,6,5,0,7,4,1,0,2,0,3,1,6,1,2,4,0
1211,70,11218,1992,1992,0,0,0,1055,1055,1055,790,0,1845,462,635,104,0,0,0,0,400,189000.0,4,1,1,3,3,0,4,0,20,2,2,0,5,1,0,13,15,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,5,1,83,2,5,5,2,3,0,3,9,4,5,5,4,0,0,2,1,3,1,6,1,2,4,4
1212,152,12134,1988,2005,0,427,0,132,559,1080,672,0,1752,492,325,12,0,0,0,0,0,164000.0,4,1,1,0,0,0,4,1,8,2,2,0,0,1,0,13,15,2,2,4,5,2,4,0,2,6,1,2,1,4,4,7,3,2,79,2,5,5,2,3,4,1,9,4,4,7,6,0,0,2,0,4,1,6,0,2,5,4
1213,50,9340,1941,1950,0,344,0,328,672,672,0,0,672,234,0,113,0,0,0,0,0,113000.0,4,1,1,3,3,0,4,0,7,2,2,0,2,3,0,8,8,2,3,4,1,4,4,3,5,6,1,4,1,4,4,7,3,1,33,3,5,5,0,3,4,1,9,4,1,3,5,1,0,1,0,2,1,2,0,1,7,3
1214,72,10246,1965,2001,0,648,0,0,648,960,0,0,960,364,88,0,0,0,0,0,0,145000.0,4,1,1,0,3,0,1,0,19,2,2,0,7,1,0,12,14,2,3,2,1,4,1,0,2,6,1,0,1,4,4,7,3,1,56,3,5,5,2,3,4,1,9,4,8,3,8,1,1,0,0,0,1,1,0,1,4,0
1215,69,10205,1962,1962,0,784,0,141,925,999,0,0,999,300,150,72,0,0,0,0,0,134500.0,4,1,1,0,3,0,4,0,12,2,2,0,6,1,0,8,8,2,3,4,1,4,4,0,1,6,1,4,1,4,4,7,3,1,53,3,5,5,2,3,4,1,9,4,9,4,4,1,0,1,0,3,1,4,0,1,4,0
1216,99,7094,1966,1966,0,180,374,340,894,894,0,0,894,384,0,0,0,0,0,0,0,125000.0,4,1,1,0,3,0,4,0,19,2,2,0,2,1,0,12,14,2,3,4,1,4,4,3,5,3,1,4,1,4,4,7,3,5,57,2,5,5,2,3,2,1,9,4,0,4,4,0,0,1,0,3,1,3,0,1,4,1
1217,68,8930,1978,1978,0,0,0,0,0,1318,584,0,1902,539,0,0,0,0,0,0,0,112000.0,5,1,1,3,3,0,4,0,19,5,2,2,0,1,0,12,14,2,3,4,3,3,2,4,4,4,1,4,1,4,4,7,3,1,69,3,5,5,2,3,4,1,9,4,10,5,4,0,0,2,0,4,2,6,0,2,3,4
1218,72,8640,2009,2009,72,936,0,364,1300,1314,0,0,1314,552,135,112,0,0,0,0,0,229456.0,1,1,1,3,3,0,4,0,21,2,2,0,2,1,0,5,5,3,2,4,2,2,4,2,2,6,1,0,1,4,2,7,3,1,100,2,5,5,2,3,4,1,6,5,0,7,4,1,0,2,0,3,1,4,0,2,8,3
1219,52,6240,1947,1950,0,0,0,0,0,672,240,0,912,0,0,0,0,0,0,0,0,80500.0,5,1,1,3,3,0,4,0,3,2,2,0,0,1,0,0,0,2,3,4,3,3,2,4,4,4,1,2,0,4,4,7,3,6,103,1,3,3,0,3,4,1,9,4,4,3,4,0,0,1,0,2,1,1,0,0,6,0
1222,55,8250,1968,1968,0,250,492,210,952,1211,0,0,1211,322,0,63,0,0,0,0,0,134000.0,4,1,1,3,3,0,4,0,19,1,2,0,2,3,0,6,6,2,3,4,1,4,4,3,1,3,1,0,1,4,4,7,5,1,59,3,5,5,2,3,4,1,9,4,0,4,4,0,0,1,0,3,1,3,1,1,7,2
1223,78,10496,1949,1950,320,196,0,844,1040,1168,678,0,1846,315,0,0,0,0,0,0,0,143000.0,4,1,1,3,3,0,4,0,12,0,2,0,0,1,0,13,15,1,3,4,1,4,4,2,5,6,1,0,1,4,4,7,2,1,40,3,5,5,2,3,1,1,9,4,4,5,5,0,0,2,0,3,1,5,1,1,0,1
1224,89,10680,1951,1951,44,756,0,1380,2136,2136,0,0,2136,528,0,30,0,0,0,0,0,137900.0,4,1,1,3,3,0,4,0,12,2,2,0,2,3,0,13,15,1,3,4,1,4,0,3,3,6,1,4,0,0,4,4,3,5,42,3,5,5,2,3,2,1,9,4,0,4,2,0,0,2,0,4,1,5,0,2,9,0
1225,60,15384,2004,2005,0,724,0,64,788,788,702,0,1490,388,100,75,0,0,0,0,0,184000.0,4,1,1,0,3,0,4,0,8,6,2,0,5,1,0,12,14,2,2,4,2,2,4,0,2,6,1,0,1,4,2,7,2,1,95,0,5,5,2,3,4,1,9,4,5,6,4,1,0,2,1,3,1,6,1,2,1,2
1226,65,10482,1958,1958,63,507,0,81,588,1138,0,0,1138,264,224,0,0,0,0,0,0,145000.0,4,1,1,3,3,0,4,0,12,2,2,0,7,3,0,12,14,1,3,2,1,4,4,0,2,6,1,0,1,4,4,7,3,1,49,2,5,5,2,3,3,1,9,4,8,5,7,0,1,1,0,3,1,4,0,1,5,1
1227,86,14598,2007,2007,74,0,0,894,894,894,1039,0,1933,668,100,18,0,0,0,0,0,214000.0,4,1,1,0,3,0,1,0,21,1,2,0,5,1,0,12,14,3,2,4,2,2,4,2,6,6,1,0,1,4,2,7,2,3,98,0,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,4,1,7,1,3,0,2
1228,72,8872,1965,2008,300,595,0,317,912,912,0,0,912,576,0,240,0,0,0,0,0,147000.0,4,1,1,3,3,0,0,0,12,2,2,0,2,1,0,12,14,1,3,4,1,4,4,3,0,6,1,0,1,4,2,7,3,5,83,3,5,5,2,3,4,1,9,4,0,4,7,1,0,1,0,2,1,3,0,2,11,2
1229,65,8769,2008,2008,766,1540,0,162,1702,1702,0,0,1702,1052,0,72,0,0,224,0,0,367294.0,4,1,1,3,3,0,0,0,16,2,2,4,2,3,0,8,8,1,0,4,2,0,4,3,2,6,1,0,1,4,0,7,2,1,99,0,5,5,2,3,4,1,6,5,11,8,4,1,0,1,1,1,1,5,1,3,9,2
1230,70,7910,1960,1960,0,666,0,409,1075,1507,0,0,1507,404,0,0,0,0,0,0,0,127000.0,4,1,1,3,3,0,4,0,12,2,2,0,7,3,0,3,6,2,3,4,1,4,4,3,0,6,1,2,1,4,4,0,3,2,51,3,5,5,2,3,1,1,9,4,8,4,4,0,0,2,0,4,1,5,0,1,7,2
1231,104,18890,1977,1977,1,498,211,652,1361,1361,1259,0,2620,600,155,24,145,0,0,0,8300,190000.0,4,1,1,0,3,0,4,0,19,1,5,2,0,5,0,10,11,2,3,4,1,2,4,3,2,5,1,0,1,4,4,7,5,3,68,2,5,5,0,3,4,0,9,4,10,4,4,0,0,2,2,4,2,10,1,2,7,1
1232,70,7728,1962,1962,120,803,0,303,1106,1190,0,0,1190,540,0,18,0,0,0,0,0,132500.0,4,1,1,3,3,0,4,0,12,2,2,2,7,3,0,13,15,1,3,4,1,4,4,0,0,6,1,4,1,4,4,7,3,1,53,3,5,5,2,3,1,1,9,4,10,4,5,1,0,1,0,3,1,4,0,2,4,0
1233,70,9842,1962,1962,0,0,0,0,0,1224,0,0,1224,462,0,0,0,0,0,0,0,101800.0,4,1,1,3,3,0,2,0,12,2,2,2,2,1,0,6,6,2,3,4,3,3,2,4,4,4,1,4,1,4,4,7,3,4,53,3,5,5,2,3,4,1,9,4,10,3,4,0,0,2,0,2,2,4,0,2,2,1
1236,96,13132,1914,1950,0,0,0,747,747,892,892,0,1784,180,203,40,0,0,0,0,0,138887.0,4,1,1,3,3,0,4,0,6,2,2,0,5,1,0,13,15,2,3,4,0,2,4,2,6,6,1,2,1,1,4,7,3,5,6,3,1,1,0,3,4,1,9,4,6,4,4,0,0,1,1,4,1,7,0,1,6,0
1237,36,2628,2003,2003,106,0,0,764,764,764,862,0,1626,474,0,27,0,0,0,0,0,175500.0,4,1,1,3,3,0,4,0,16,2,2,3,5,1,0,12,16,3,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,3,94,2,5,5,2,3,4,1,9,4,13,6,4,0,0,2,1,2,1,4,0,2,5,4
1238,41,12393,2004,2005,0,0,0,847,847,847,1101,0,1948,434,100,48,0,0,0,0,0,195000.0,4,1,1,1,3,0,2,0,5,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,3,95,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,4,1,6,1,2,8,0
1240,64,9037,2006,2006,32,428,0,1048,1476,1484,0,0,1484,472,120,33,0,0,0,0,0,265900.0,4,1,1,0,1,0,4,0,23,2,2,0,2,3,0,12,14,1,2,4,2,2,4,0,2,6,1,0,1,4,0,7,2,1,97,2,5,5,2,3,4,1,9,4,0,7,4,0,0,2,0,2,1,4,1,2,11,1
1241,65,8158,2003,2003,252,550,0,334,884,884,884,0,1768,543,0,63,0,0,0,0,0,224900.0,4,1,1,3,3,0,4,0,5,2,2,0,5,1,0,12,14,1,2,4,2,2,4,3,2,6,1,0,1,4,2,7,3,1,94,2,5,5,2,3,4,1,9,4,5,6,4,1,0,2,1,3,1,6,0,2,6,2
1242,83,9849,2007,2007,0,0,0,1689,1689,1689,0,0,1689,954,0,56,0,0,0,0,0,248328.0,4,1,1,3,3,0,4,0,21,2,2,0,2,3,0,12,14,3,2,4,2,2,4,0,6,6,1,0,1,4,2,7,3,1,98,2,5,5,2,3,4,1,6,5,0,6,5,0,0,2,0,3,1,5,0,3,5,1
1243,85,10625,1974,1974,81,885,168,0,1053,1173,0,0,1173,528,0,120,0,0,0,0,0,170000.0,4,1,1,3,3,0,4,0,14,2,2,0,6,1,0,10,11,1,3,4,1,2,4,1,2,3,1,4,1,4,2,7,5,1,65,2,5,5,2,3,2,1,9,3,9,6,5,1,0,2,0,3,1,4,2,2,0,4
1244,107,13891,2006,2006,0,1386,0,690,2076,2076,0,0,2076,850,216,229,0,0,0,0,0,465000.0,4,1,1,3,3,0,4,0,16,2,2,0,2,1,0,12,14,2,0,4,2,0,1,1,2,6,1,0,1,4,0,7,2,1,97,0,5,5,2,3,4,1,6,5,0,9,4,1,0,2,1,2,1,5,1,3,8,0
1245,83,11435,1929,1950,0,0,0,792,792,792,725,0,1517,400,0,0,0,0,0,0,0,230000.0,4,1,1,0,1,0,0,1,6,2,2,0,5,1,0,3,13,2,3,4,2,2,4,3,6,6,1,1,1,4,2,7,2,5,23,3,5,5,2,3,4,1,9,4,6,7,6,0,0,1,0,3,1,5,2,2,5,0
1247,65,8125,2005,2006,0,0,0,756,756,756,797,0,1553,615,0,45,0,0,0,0,0,186500.0,1,1,1,3,3,0,4,0,21,2,2,0,5,1,0,12,14,2,2,4,2,2,4,3,6,6,1,0,1,4,2,7,3,1,96,2,5,5,2,3,4,1,6,5,5,6,4,0,0,2,1,3,1,4,0,2,2,0
1248,87,12328,1976,1976,335,539,0,473,1012,1034,0,0,1034,888,0,0,0,0,0,0,0,169900.0,4,1,1,0,3,0,4,0,11,2,2,0,7,1,0,6,6,1,3,4,1,4,4,0,2,6,1,4,1,4,4,7,3,1,67,3,5,5,2,3,4,1,9,4,8,5,4,1,0,1,0,3,1,4,0,3,4,4
1249,60,9600,1917,1950,0,319,0,416,735,1134,924,0,2058,396,0,0,259,0,0,0,0,129500.0,5,1,0,3,3,0,4,0,17,2,2,0,4,1,0,0,0,2,3,4,0,2,4,3,5,6,4,1,0,4,4,7,2,5,41,3,1,1,1,3,4,1,9,4,7,5,4,0,0,1,1,3,1,6,1,2,3,2
1250,60,7200,1950,1950,0,534,96,246,876,988,0,0,988,276,0,80,0,0,0,0,0,119000.0,4,1,1,3,3,0,4,0,12,2,2,0,2,1,0,8,8,2,3,4,1,4,4,3,1,5,1,4,1,4,4,7,3,1,41,3,5,5,2,3,4,1,9,4,0,4,6,0,0,1,0,3,1,4,0,1,4,1
1251,93,11160,1968,1968,0,1065,0,1045,2110,2110,0,0,2110,522,0,0,0,0,0,0,0,244000.0,4,1,1,3,3,0,0,0,12,2,2,0,2,3,0,3,3,2,2,4,1,4,4,3,0,6,1,0,1,4,0,7,5,1,59,0,5,5,2,3,4,1,9,4,0,6,4,1,0,2,1,3,1,6,2,2,3,4
1252,47,3136,2003,2003,163,0,0,1405,1405,1405,0,0,1405,478,148,36,0,0,0,0,0,171750.0,4,1,1,0,3,0,0,0,16,2,2,4,2,1,0,12,16,3,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,1,94,2,5,5,2,3,4,1,9,4,11,6,4,0,0,2,0,2,1,4,1,2,2,0
1253,62,9858,1968,1968,0,510,0,354,864,874,0,0,874,288,33,0,0,0,0,0,600,130000.0,4,1,1,3,3,0,4,0,11,2,2,0,2,1,0,6,6,2,3,4,1,4,4,3,1,6,1,4,1,4,4,7,3,1,59,2,5,5,2,3,1,3,9,4,0,4,5,1,0,1,0,3,1,3,0,1,10,3
1254,93,17542,1974,2003,0,125,1031,36,1192,1516,651,0,2167,518,220,47,0,0,0,0,0,294000.0,4,1,1,0,3,0,4,0,24,2,2,0,5,1,0,13,15,2,2,4,1,4,4,1,3,0,1,4,1,4,2,7,2,1,65,2,5,5,2,3,2,1,9,4,5,6,6,1,0,2,1,3,1,7,2,2,6,1
1255,60,6931,2003,2004,92,0,0,746,746,760,896,0,1656,397,178,128,0,0,0,0,0,165400.0,4,1,1,3,3,0,4,0,7,2,2,0,5,1,0,12,14,3,2,4,2,2,4,3,6,6,1,0,1,4,2,7,2,3,94,0,5,5,2,3,4,1,9,4,5,6,4,0,0,2,1,3,1,5,1,2,6,2
1256,52,6240,1931,1950,0,425,0,459,884,959,408,0,1367,560,0,0,0,0,120,0,0,127500.0,5,1,1,3,3,0,4,0,3,2,2,0,0,1,0,13,15,2,3,4,0,4,0,3,3,6,1,4,1,0,4,7,2,5,69,3,5,5,2,3,4,1,9,4,4,5,5,0,0,1,0,3,1,4,1,1,10,1
1257,91,14303,1994,1994,554,1314,0,672,1986,1987,0,0,1987,691,262,36,0,0,0,0,0,301500.0,4,1,1,0,3,0,0,0,15,2,2,0,2,3,0,6,6,1,2,4,2,2,4,1,2,6,1,0,1,4,2,7,5,1,85,0,5,5,2,3,4,1,9,4,0,7,4,1,0,2,0,2,1,5,1,2,7,2
1258,56,4060,1922,1950,0,0,0,864,864,864,0,0,864,0,0,96,0,0,0,0,0,99900.0,4,1,1,3,3,0,0,0,7,1,2,0,2,1,0,13,15,2,3,4,2,1,4,3,6,6,1,0,1,4,4,7,3,6,103,1,3,3,2,3,4,1,9,4,1,4,7,0,0,1,0,2,1,2,0,0,6,3
1259,59,9587,2005,2005,182,655,0,201,856,1166,0,0,1166,400,212,0,0,0,0,0,0,190000.0,4,1,1,0,3,0,4,0,8,2,2,0,7,1,0,12,14,3,2,4,2,2,4,1,2,6,1,0,1,4,2,7,3,1,96,0,5,5,2,3,4,1,9,4,8,6,4,1,0,2,0,2,1,3,0,2,6,2
1260,65,9750,1969,1969,0,602,438,14,1054,1054,0,0,1054,460,180,0,0,0,80,0,0,151000.0,4,1,1,3,3,0,2,0,12,2,2,0,2,1,0,6,6,2,3,4,1,2,4,3,0,3,1,2,1,4,4,7,3,1,60,3,5,5,2,3,4,1,9,4,0,5,7,1,0,1,1,3,1,4,0,2,6,2
1261,92,24682,1999,1999,0,0,0,841,841,892,783,0,1675,502,0,103,0,0,0,0,0,181000.0,4,1,1,2,3,0,1,0,8,6,2,0,5,1,0,12,14,2,3,4,2,2,4,3,6,6,1,0,1,4,4,7,5,3,90,0,5,5,2,3,4,1,9,4,5,5,4,0,0,2,1,3,1,5,1,2,5,3
1262,80,9600,1956,1956,0,504,0,546,1050,1050,0,0,1050,338,0,0,0,0,0,0,0,128900.0,4,1,1,3,3,0,4,0,12,2,2,0,2,3,0,8,8,2,3,4,1,4,4,3,5,6,1,2,1,4,4,7,3,1,47,3,5,5,2,3,4,1,9,4,0,4,5,0,0,1,0,2,1,3,0,1,5,3
1263,82,11250,1957,1989,0,0,0,1104,1104,1104,684,0,1788,304,120,0,0,0,0,0,0,161500.0,4,1,1,3,3,0,4,0,4,2,2,0,0,1,0,13,15,2,3,4,1,4,4,0,6,6,1,0,1,0,4,3,5,1,48,3,5,5,2,3,4,1,9,4,4,3,4,1,0,1,0,5,1,6,2,1,10,3
1264,60,13515,1919,1950,0,0,0,764,764,1060,764,0,1824,520,0,0,126,0,0,0,0,180500.0,4,1,2,3,3,0,4,0,3,2,2,0,5,2,0,13,15,2,3,4,2,4,4,3,6,6,1,0,1,0,4,7,2,5,32,3,5,5,0,3,0,1,9,4,6,5,5,0,0,1,0,3,1,6,1,2,6,1
1266,35,3735,1999,1999,218,450,0,241,691,713,739,0,1452,506,0,34,0,0,0,0,0,183900.0,1,1,1,3,3,0,3,0,21,2,2,4,5,3,0,8,8,1,2,4,2,2,4,3,2,6,1,0,1,4,2,7,3,5,90,3,5,5,2,3,4,1,9,4,13,6,4,1,0,2,1,3,1,4,0,2,2,0
1267,60,10120,1910,1950,0,0,0,925,925,964,925,0,1889,308,0,0,264,0,0,0,0,122000.0,5,1,1,0,0,0,4,0,17,1,2,1,4,3,0,13,15,2,1,4,1,4,4,3,6,6,1,4,0,1,4,7,2,5,51,3,5,5,0,3,2,1,9,4,15,6,3,0,0,1,1,4,2,7,1,1,0,1
1268,89,13214,2008,2009,0,0,0,2002,2002,2018,0,0,2018,746,144,76,0,0,0,0,0,378500.0,4,1,1,0,1,0,4,0,23,2,2,0,2,3,0,11,5,2,0,4,2,0,4,1,6,6,1,0,1,4,0,7,2,1,100,0,5,5,2,3,4,1,9,4,0,8,4,0,0,2,0,3,1,8,1,3,4,4
1269,86,14100,1935,1997,632,192,0,536,728,1968,1479,0,3447,1014,314,12,0,0,0,0,0,381000.0,4,1,1,0,3,0,4,1,6,2,2,0,0,1,0,11,13,1,3,2,1,4,4,2,5,6,1,0,1,4,2,7,2,3,73,3,5,5,2,3,1,1,9,4,4,7,8,0,0,3,1,4,1,9,2,3,4,2
1270,78,11344,1958,1958,180,460,0,414,874,874,650,0,1524,315,0,0,0,0,0,0,0,144000.0,4,1,1,3,3,0,4,0,12,1,2,0,0,1,0,8,8,1,3,4,1,4,4,3,1,6,2,4,1,0,4,7,3,1,49,3,5,5,2,3,1,1,9,4,4,4,4,0,0,1,1,3,1,5,0,1,6,1
1271,82,23595,1979,1979,0,1258,0,74,1332,1332,192,0,1524,586,268,0,0,0,0,0,0,260000.0,4,1,1,3,2,0,4,2,4,2,2,0,2,5,5,10,11,2,2,4,2,2,4,1,2,6,1,4,1,4,2,7,5,1,70,0,5,5,2,3,4,1,9,4,2,6,5,2,0,0,1,0,1,2,1,2,3,4
1272,74,9156,1968,1968,0,0,0,1489,1489,1489,0,0,1489,462,0,0,0,0,0,0,0,185750.0,4,1,1,0,3,0,4,0,14,4,2,0,2,3,0,3,3,2,3,4,1,4,4,3,6,6,1,2,1,4,2,7,2,1,59,2,5,5,2,3,4,1,9,4,0,5,6,0,0,2,0,3,1,5,1,2,7,3
